조사연도,시도,지역,기관명,기관유형대분류,기관유형소분류,우편번호,기관주소1,기관주소2,기관대표 전화번호
2023,서울,마포구  ,이너지컨설팅,원격형태,,041-75,서울특별시 마포구 마포대로 12,,
2023,서울,서대문구,필라테스가든신촌점평생교육원,언론기관부설,,037-89,서울특별시 서대문구 연세로 21,,
2023,서울,마포구  ,에스에스엠AIBigData,원격형태,,040-73,서울특별시 마포구 어울마당로3길 5,302호,02-332-2145
2023,서울,마포구  ,비엠더프라이빗필라테스마포역점평생교육원,언론기관부설,,041-72,서울특별시 마포구 삼개로 11,3층,02-702-5881
2023,서울,마포구  ,교보문고원격평생교육시설,원격형태,,039-29,서울특별시 마포구 성암로 179,,
2023,서울,마포구  ,다이브,원격형태,,040-85,서울특별시 마포구 토정로 18,,
2023,서울,서대문구,여기스터디원격평생교육원,원격형태,,037-66,서울특별시 서대문구 신촌역로 22-6,,
2023,서울,마포구  ,이브필라테스서강대점,언론기관부설,,041-10,서울특별시 마포구 대흥로 83,,
2023,서울,서대문구,1986필라테스무악재점 평생교육원,언론기관부설,,036-35,서울특별시 서대문구 통일로 358,3층,02-722-9990
2023,서울,마포구  ,(사)한국FP협회,원격형태,,042-09,서울특별시 마포구 만리재로 47 16층 (신공덕동),16층,02-331-4900
2023,서울,마포구  ,감성필라테스평생교육원,언론기관부설,,041-16,서울특별시 마포구 굴레방로 27 보성상가 4층 일부(좌측) (아현동),,02-312-1004
2023,서울,은평구  ,국제지속가능인증원,원격형태,,033-71,서울특별시 은평구 통일로 684 미래청 6층 604A호 (녹번동 서울혁신파크),,02-858-4321
2023,서울,서대문구,끌로에필라테스북가좌점평생교육원,언론기관부설,,036-91,서울특별시 서대문구 응암로 54 4층 일부 (북가좌동 서부프라자빌딩),4층 끌로에필라테스,02-303-0601
2023,서울,마포구  ,넥스에듀원격평생교육원,원격형태,,041-56,서울특별시 마포구 독막로 331 13층 1309호 (도화동 마스터즈타워빌딩),,02-2128-2525
2023,서울,마포구  ,렉터스원격평생교육원,원격형태,,040-11,서울특별시 마포구 포은로8길 28-6,2층,02-336-1818
2023,서울,마포구  ,메디컬필라테스마마공덕본점평생교육원,언론기관부설,,041-55,서울특별시 마포구 토정로37길 41 4층 (염리동 하나프라자),마마필라테스,02-718-5579
2023,서울,마포구  ,메디컬필라테스마마서강대점평생교육원,언론기관부설,,041-11,서울특별시 마포구 백범로 71 2층 (신수동),마마필라테스 서강대점,02-711-5579
2023,서울,은평구  ,빛요가평생교육원,언론기관부설,,034-58,서울특별시 은평구 진흥로 64-1 2층 (녹번동),2층,02-2088-7211
2023,서울,마포구  ,알고리즘랩스원격평생교육원,원격형태,,040-51,서울특별시 마포구 양화로 178-5 8층 일부(우측) (동교동),8층 알고리즘랩스,02-303-2650
2023,서울,마포구  ,알티엘(RTL)필라테스평생교육원,언론기관부설,,040-81,서울특별시 마포구 토정로 128 7층 (상수동 서강8경빌딩),,02-3144-6877
2023,서울,마포구  ,이움필라테스평생교육원,언론기관부설,,041-45,서울특별시 마포구 마포대로 115-12 6층 607호~610호 (공덕동 공덕삼성아파트),607호,
2023,서울,은평구  ,컬컴평생교육원,언론기관부설,,033-30,서울특별시 은평구 연서로29길 22 2층 일부 (갈현동 하비빌딩),2층 컬컴연신내점평생교육원,
2023,서울,마포구  ,케어필라테스합정점평생교육원,언론기관부설,,040-24,서울특별시 마포구 월드컵로1길 14 2층 204호 205호 (합정동 마포 한강 푸르지오),,070-4143-1112
2023,서울,마포구  ,피트니스경영연구소,원격형태,,039-81,서울특별시 마포구 동교로50길 12 5층 (연남동),,02-338-5881
2023,서울,마포구  ,미래교육지원연구소 원격평생교육원,원격형태,,040-72,서울특별시 마포구 독막로8길 6,JS빌딩 3층,02-1522-0313
2023,서울,마포구  ,마이멘토평생교육원,원격형태,,039-93,서울특별시 마포구 월드컵북로4길 72 3층 (동교동 한양빌딩),,070-5067-1607
2023,서울,마포구  ,아이비원격평생교육원,원격형태,,041-01,서울특별시 마포구 신촌로 114 1층 2층(노고산동),,02-2039-6560
2023,서울,마포구  ,미래개발원원격평생교육시설,원격형태,,039-40,서울특별시 마포구 월드컵로36길 50 3층 일부(성산동),경언빌딩 304호,02-303-9300
2023,서울,마포구  ,문정아중국어연구소원격평생교육원,원격형태,,040-74,서울특별시 마포구 와우산로3안길2_ 5층(상수동),,02-725-2771
2023,서울,영등포구,홈플러스문화센터영등포점,사업장부설,유통업체 문화센터,072-97,서울특별시 영등포구 당산로 42,,02-2165-8003
2023,서울,금천구  ,홈플러스문화센터금천점,사업장부설,유통업체 문화센터,085-84,서울특별시 금천구 시흥대로 391 [독산동 삼성홈플러스],,02-890-8003
2023,서울,영등포구,롯데마트문화센터영등포점,사업장부설,유통업체 문화센터,072-28,서울특별시 영등포구 영중로 125,,02-2165-2590
2023,서울,금천구  ,홈플러스문화센터시흥점,사업장부설,유통업체 문화센터,086-32,서울특별시 금천구 시흥대로 201 (시흥동 삼성홈플러스),홈플러스 시흥점 2층 문화센터,02-891-2016
2023,서울,영등포구,살레시오교육영성센터 평생교육시설,시민사회단체부설,,073-99,서울특별시 영등포구 신길로 93,,02-832-2654
2023,서울,영등포구,한국잡지교육원,언론기관부설,,073-33,서울특별시 영등포구 여의대방로67길 11,잡지회관 7층,02-360-0031
2023,서울,영등포구,해오름평생교육원,언론기관부설,,072-14,서울특별시 영등포구 당산로44길 3,삼성타운 608호,02-2679-6270
2023,서울,영등포구,국제다문화평생교육원,지식·인력개발형태,,074-18,서울특별시 영등포구 디지털로53길 22 [대림동 일화빌딩],4층,02-2635-7177
2023,서울,구로구  ,에스시에스아카데미지식인력개발사업관련평생교육시설,지식·인력개발형태,,083-80,서울특별시 구로구 디지털로31길 12,본관 2층 2호,02-761-1521
2023,서울,금천구  ,한국산업기술협회연수원,지식·인력개발형태,,085-95,서울특별시 금천구 범안로 1130,,02-6959-5252
2023,서울,금천구  ,한국품질재단 평생교육시설,지식·인력개발형태,,085-07,서울특별시 금천구 가산디지털1로 168,B동 13층,02-2025-9000
2023,서울,금천구  ,비즈피어품질센터,지식·인력개발형태,,085-11,서울특별시 금천구 벚꽃로 254,611호 (가산동 월드메르디앙벤처센터 610),02-2113-8268
2023,서울,영등포구,한국산업교육원평생교육원,지식·인력개발형태,,073-52,서울특별시 영등포구 도신로 242,프린테크빌딩 4층,02-834-3366
2023,서울,금천구  ,라임사이버문화센터,원격형태,,085-12,서울특별시 금천구 디지털로9길 46,1509호,02-782-7820
2023,서울,금천구  ,이랭튜터원격평생교육원,원격형태,,086-57,서울특별시 금천구 금하로 733-3,,02-806-6574
2023,서울,영등포구,어뉴스쿨원격평생교육시설,원격형태,,073-27,서울특별시 영등포구 여의나루로 67 [여의도동 신송빌딩],,02-785-1199
2023,서울,영등포구,이패스코리아원격평생교육시설,원격형태,,072-99,서울특별시 영등포구 경인로 775,,02-6345-6700
2023,서울,영등포구,(주)이코인원격평생교육원,원격형태,,073-52,서울특별시 영등포구 도신로 242,4층,02-842-9600
2023,서울,영등포구,세영원격평생교육시설,원격형태,,072-89,서울특별시 영등포구 경인로 71길 6,3층,02-2633-5119
2023,서울,구로구  ,(주)유비온원격평생교육시설,원격형태,,083-78,서울특별시 구로구 디지털로34길 27,407호,02-1600-8990
2023,서울,영등포구,알파코원격평생교육시설,원격형태,,072-07,서울특별시 영등포구 양평로21길 26,아이에스비즈타워 2401호~2404,02-2163-5700
2023,서울,구로구  ,휴넷평생교육원,원격형태,,083-89,서울특별시 구로구 디지털로 26길 5,에이스하이엔드타워 1차 8층,1600-9005
2023,서울,금천구  ,에듀에버원격평생교육원,원격형태,,085-13,서울특별시 금천구 벚꽃로 234 [가산동 에이스하이엔드타워6차],1303호,02-6673-0900
2023,서울,영등포구,뉴엠원격평생교육원,원격형태,,072-99,서울특별시 영등포구 경인로 775,2동 308호,02-1577-8509
2023,서울,영등포구,한국능률협회원격평생교육시설,원격형태,,072-36,서울특별시 영등포구 의사당대로 22,,02-3274-9200
2023,서울,영등포구,노사전문가평생교육원,지식·인력개발형태,,072-22,서울특별시 영등포구 선유로 54길 17,,02-2025-6110
2023,서울,구로구  ,아이이씨에스평생교육시설,지식·인력개발형태,,083-75,서울특별시 구로구 디지털로31길 41,,02-702-7412
2023,서울,금천구  ,올티칭,원격형태,,085-11,서울특별시 금천구 벚꽃로 286 (가산동 삼성리더스타워),807호 일부_ 809호 일부,02-1599-8230
2023,서울,금천구  ,고려아카데미원격평생교육시설,원격형태,,085-12,서울특별시 금천구 디지털로9길 32,갑을그레이트밸리 B동 17층,02-2106-8800
2023,서울,금천구  ,롯데정보통신㈜ 평생교육시설,지식·인력개발형태,,085-00,서울특별시 금천구 가산디지털2로 179,,02-2626-5999
2023,서울,구로구  ,키드잡지식인력개발평생교육시설,지식·인력개발형태,,083-24,서울특별시 구로구 구일로 110,205호,02-1544-1971
2023,서울,구로구  ,벤처아카데미평생교육원,지식·인력개발형태,,083-89,서울특별시 구로구 디지털로30길 28,,02-6331-7021
2023,서울,영등포구,아웃소싱아카데미원격평생교육시설,원격형태,,072-07,서울특별시 영등포구 양평로21길 26 (양평동5가),,02-785-3197
2023,서울,구로구  ,에듀윌원격평생교육원,원격형태,,083-78,서울특별시 구로구 디지털로 34길 55,코오롱싸이언스밸리 2차 1114호,1600-6702
2023,서울,금천구  ,대한산업안전협회 원격 평생교육시설,원격형태,,085-02,서울특별시 금천구 가산디지털1로 186,310호 대한산업안전협회,02-6275-8676
2023,서울,영등포구,여기스터디사이버평생교육원,원격형태,,073-19,서울특별시 영등포구 여의대방로62길 2,6층 여기스터디,02-2676-4000
2023,서울,금천구  ,롯데정보통신㈜원격평생교육시설,원격형태,,085-00,서울특별시 금천구 가산디지털2로 179,,02-2626-4000
2023,서울,구로구  ,홈플러스문화센터신도림점,사업장부설,유통업체 문화센터,082-08,서울특별시 구로구 경인로 661,,02-2612-2007
2023,서울,구로구  ,씨에이치평생교육시설,언론기관부설,,082-89,서울특별시 구로구 새말로18길 32,,02-447-8252
2023,서울,영등포구,이수도원격평생교육시설,원격형태,,073-06,서울특별시 영등포구 경인로 884,,02-2675-3839
2023,서울,영등포구,어세스타,지식·인력개발형태,,072-37,서울특별시 영등포구 국회대로68길 11,,02-787-1400
2023,서울,영등포구,한컴캠퍼스평생교육시설,원격형태,,072-48,서울특별시 영등포구 버드나루로 50,리버타워 1015,02-2672-1185
2023,서울,영등포구,신세계아카데미타임스퀘어점,사업장부설,유통업체 문화센터,073-05,서울특별시 영등포구 영중로 9,,02-2639-1500
2023,서울,구로구  ,상상스토리원격평생교육시설,원격형태,,083-90,서울특별시 구로구 디지털로 288,2006호,02-6677-3082
2023,서울,영등포구,미듬에듀 원격평생교육시설,원격형태,,072-38,서울특별시 영등포구 국회대로72길 11,608,02-3141-0535
2023,서울,영등포구,효산지식인력개발원,지식·인력개발형태,,073-45,서울특별시 영등포구 63로 36,502호,02-564-9970
2023,서울,구로구  ,인키움러닝허브 평생교육시설,원격형태,,083-90,서울특별시 구로구 디지털로 30길 31,코오롱빌란트2차 703~704호,02-2081-1000
2023,서울,영등포구,와(WA)평생교육시설,원격형태,,072-38,서울특별시 영등포구 국회대로 70길 15-1,,02-515-8836
2023,서울,금천구  ,듀스펙원격평생교육시설,원격형태,,085-01,서울특별시 금천구 가산디지털2로 184 (가산동),벽산디지털밸리2차 821호,02-744-9020
2023,서울,금천구  ,한국능률교육평가원,원격형태,,085-06,서울특별시 금천구 가산디지털2로 108,1401 1402호,02-3667-3503
2023,서울,금천구  ,(사)한국구매자재관리협회(KPMA)인력개발본부,언론기관부설,,085-91,서울특별시 금천구 가산디지털1로 2,,02-2271-3691
2023,서울,영등포구,돈보스꼬몬테소리교육실천연구소,지식·인력개발형태,,073-33,서울특별시 영등포구 의사당대로1길 25 (여의도동 하남빌딩),,02-786-2733
2023,서울,영등포구,한국안전교육강사협회부설평생교육원,시민사회단체부설,,074-12,서울특별시 영등포구 가마산로 338 [대림동 이현빌딩],,02-2068-0390
2023,서울,금천구  ,주경야독원격평생교육시설,원격형태,,085-10,서울특별시 금천구 벚꽃로 298 [가산동 대륭포스트타워6차],,02-395-7909
2023,서울,영등포구,한국공정경쟁연합회평생교육시설,지식·인력개발형태,,072-42,서울특별시 영등포구 은행로 30 [여의도동],중소기업중앙회 신관5층 한국공정경쟁연합회,02-310-3302
